Time (s);FP1;FP2;F3;F4;F7;F8;Sampling Rate
6.7875976563e+001;-4.5740073062e-008;3.3649880660e-009;-5.4016052076e-008;-2.1167370079e-008;-5.1046132654e-008;-6.9336607567e-008;
6.7879882813e+001;-4.5717005293e-008;3.3902902707e-009;-5.3991374926e-008;-2.1150270868e-008;-5.1026393777e-008;-6.9317430018e-008;
6.7883789063e+001;-4.5672770455e-008;3.4215155154e-009;-5.3954561707e-008;-2.1130579952e-008;-5.1012939650e-008;-6.9279927573e-008;
6.7887695313e+001;-4.5704219076e-008;3.3718501324e-009;-5.3947008638e-008;-2.1163101493e-008;-5.1022347236e-008;-6.9335960973e-008;
6.7891601563e+001;-4.5696555873e-008;3.3881668582e-009;-5.3923269405e-008;-2.1126332683e-008;-5.0986049160e-008;-6.9316939744e-008;
6.7895507813e+001;-4.5703462348e-008;3.3581037950e-009;-5.3906102693e-008;-2.1140905915e-008;-5.1007752688e-008;-6.9341837161e-008;
6.7899414063e+001;-4.5699238171e-008;3.3812377342e-009;-5.3883507434e-008;-2.1105075021e-008;-5.1003819834e-008;-6.9331754560e-008;
6.7903320313e+001;-4.5721140651e-008;3.4026059748e-009;-5.3880132356e-008;-2.1128007788e-008;-5.1025097036e-008;-6.9337993125e-008;
6.7907226563e+001;-4.5722863717e-008;3.3535216826e-009;-5.3901320740e-008;-2.1180914800e-008;-5.1071992857e-008;-6.9400421410e-008;
6.7911132813e+001;-4.5706009644e-008;3.3598919202e-009;-5.3883127293e-008;-2.1148304441e-008;-5.1040231597e-008;-6.9364595845e-008;
6.7915039063e+001;-4.5673175464e-008;3.3882785466e-009;-5.3843987047e-008;-2.1117838145e-008;-5.1010815127e-008;-6.9340522657e-008;
6.7919921875e+001;-4.5701291640e-008;3.3936207178e-009;-5.3854069648e-008;-2.1136903783e-008;-5.1014591662e-008;-6.9370805988e-008;
6.7923828125e+001;-4.5714948271e-008;3.3612777006e-009;-5.3883997708e-008;-2.1186258081e-008;-5.1050466965e-008;-6.9405139413e-008;
6.7927734375e+001;-4.5709739993e-008;3.3541698308e-009;-5.3853220550e-008;-2.1181651988e-008;-5.1033300252e-008;-6.9392910973e-008;
6.7931640625e+001;-4.5712582164e-008;3.3661280430e-009;-5.3852147630e-008;-2.1155768692e-008;-5.0997559953e-008;-6.9361597355e-008;
6.7935546875e+001;-4.5719332320e-008;3.3623952511e-009;-5.3849621651e-008;-2.1148125029e-008;-5.0978940180e-008;-6.9370244660e-008;
6.7939453125e+001;-4.5713587582e-008;3.3520239917e-009;-5.3871033856e-008;-2.1186055577e-008;-5.0968480991e-008;-6.9417140480e-008;
6.7943359375e+001;-4.5712202024e-008;3.3549074629e-009;-5.3838064673e-008;-2.1185185162e-008;-5.0934527707e-008;-6.9396961067e-008;
6.7947265625e+001;-4.5689400707e-008;3.3778402297e-009;-5.3811241685e-008;-2.1172310127e-008;-5.0892953851e-008;-6.9371523637e-008;
6.7951171875e+001;-4.5688910433e-008;3.3672009625e-009;-5.3813923984e-008;-2.1155143415e-008;-5.0890875514e-008;-6.9374223699e-008;
6.7955078125e+001;-4.5700957685e-008;3.3357743234e-009;-5.3833929314e-008;-2.1175059928e-008;-5.0876415969e-008;-6.9405388103e-008;
6.7959960938e+001;-4.5711821883e-008;3.3709559588e-009;-5.3814908085e-008;-2.1165403652e-008;-5.0836316490e-008;-6.9375452938e-008;
6.7963867188e+001;-4.5699614759e-008;3.3893738927e-009;-5.3786990861e-008;-2.1160575514e-008;-5.0839691568e-008;-6.9362982913e-008;
6.7967773438e+001;-4.5728025810e-008;3.3601601501e-009;-5.3784443566e-008;-2.1160328600e-008;-5.0853437017e-008;-6.9402481984e-008;
6.7971679688e+001;-4.5701941787e-008;3.3654574683e-009;-5.3775568887e-008;-2.1165291741e-008;-5.0844160882e-008;-6.9396065783e-008;
6.7975585938e+001;-4.5678493876e-008;3.3720513049e-009;-5.3742510886e-008;-2.1172510856e-008;-5.0849457978e-008;-6.9390367230e-008;
6.7979492188e+001;-4.5698385520e-008;3.3638480890e-009;-5.3743448802e-008;-2.1174120235e-008;-5.0911037164e-008;-6.9409317405e-008;
6.7983398438e+001;-4.5723890452e-008;3.3626188500e-009;-5.3751676887e-008;-2.1172690268e-008;-5.0946397323e-008;-6.9423933269e-008;
6.7987304688e+001;-4.5726238795e-008;3.3477995931e-009;-5.3771053388e-008;-2.1202060552e-008;-5.0998231416e-008;-6.9449797024e-008;
6.7991210938e+001;-4.5700467410e-008;3.3701066382e-009;-5.3756213703e-008;-2.1207915424e-008;-5.1001450174e-008;-6.9455253993e-008;
6.7995117188e+001;-4.5665082382e-008;3.4169334029e-009;-5.3721546323e-008;-2.1161648434e-008;-5.1010257351e-008;-6.9414483050e-008;
6.7999023438e+001;-4.5665530024e-008;3.3960345647e-009;-5.3754895646e-008;-2.1170677655e-008;-5.1078050234e-008;-6.9436005390e-008;
6.8003906250e+001;-4.5694765305e-008;3.3636693431e-009;-5.3792355459e-008;-2.1187487320e-008;-5.1118060895e-008;-6.9468931940e-008;
6.8007812500e+001;-4.5709203533e-008;3.3827576296e-009;-5.3831449520e-008;-2.1153601537e-008;-5.1142510671e-008;-6.9478517162e-008;
6.8011718750e+001;-4.5692083006e-008;3.4226779189e-009;-5.3844658510e-008;-2.1180378340e-008;-5.1134421142e-008;-6.9447224860e-008;
6.8015625000e+001;-4.5650061509e-008;3.4289810991e-009;-5.3866742178e-008;-2.1206084000e-008;-5.1138780321e-008;-6.9477806619e-008;
6.8019531250e+001;-4.5644831914e-008;3.4241307567e-009;-5.3871996641e-008;-2.1187375410e-008;-5.1145150337e-008;-6.9480265097e-008;
6.8023437500e+001;-4.5657998271e-008;3.4271705474e-009;-5.3911602294e-008;-2.1187307908e-008;-5.1166093584e-008;-6.9476840281e-008;
6.8027343750e+001;-4.5682963190e-008;3.4421463457e-009;-5.3948149059e-008;-2.1195042166e-008;-5.1191843653e-008;-6.9446443263e-008;
6.8031250000e+001;-4.5681286309e-008;3.4207110478e-009;-5.3987040616e-008;-2.1227048563e-008;-5.1194906092e-008;-6.9481266962e-008;
6.8035156250e+001;-4.5674092064e-008;3.4044835839e-009;-5.4010108386e-008;-2.1221952196e-008;-5.1164082748e-008;-6.9495527555e-008;
6.8039062500e+001;-4.5612399191e-008;3.4540821314e-009;-5.4009703376e-008;-2.1186972177e-008;-5.1113410393e-008;-6.9453328422e-008;
6.8043945313e+001;-4.5606743271e-008;3.4625311507e-009;-5.4029687391e-008;-2.1186167487e-008;-5.1097764242e-008;-6.9441192352e-008;
6.8047851563e+001;-4.5659092507e-008;3.4322444886e-009;-5.4055568910e-008;-2.1200383671e-008;-5.1134421142e-008;-6.9452880780e-008;
6.8051757813e+001;-4.5698634210e-008;3.4083280642e-009;-5.4081183976e-008;-2.1202126277e-008;-5.1147832636e-008;-6.9474069164e-008;
6.8055664063e+001;-4.5745547794e-008;3.3897313845e-009;-5.4109595027e-008;-2.1235207370e-008;-5.1182500016e-008;-6.9485025733e-008;
6.8059570313e+001;-4.5690676131e-008;3.3914078212e-009;-5.4084402734e-008;-2.1230201597e-008;-5.1130665923e-008;-6.9459431984e-008;
6.8063476563e+001;-4.5661394665e-008;3.4175147157e-009;-5.4057693433e-008;-2.1207535283e-008;-5.1071008755e-008;-6.9418078397e-008;
6.8067382813e+001;-4.5668748783e-008;3.4013989403e-009;-5.4064777544e-008;-2.1208988343e-008;-5.1069019236e-008;-6.9430242888e-008;
6.8071289063e+001;-4.5686270767e-008;3.4134690630e-009;-5.4075506739e-008;-2.1192537503e-008;-5.1094342979e-008;-6.9435472483e-008;
6.8075195313e+001;-4.5719197317e-008;3.3880549477e-009;-5.4089476009e-008;-2.1228546032e-008;-5.1090946585e-008;-6.9443629513e-008;
6.8079101563e+001;-4.5717900576e-008;3.4015554817e-009;-5.4059615451e-008;-2.1208832024e-008;-5.1046622929e-008;-6.9401785652e-008;
6.8083984375e+001;-4.5697404971e-008;3.4545291072e-009;-5.4038181929e-008;-2.1144682449e-008;-5.1033101300e-008;-6.9371075995e-008;
6.8087890625e+001;-4.5672571503e-008;3.4370499780e-009;-5.4069808186e-008;-2.1147187113e-008;-5.1086544772e-008;-6.9384753942e-008;
6.8091796875e+001;-4.5656364023e-008;3.3800306998e-009;-5.4053401755e-008;-2.1180982301e-008;-5.1064748874e-008;-6.9419172632e-008;
6.8095703125e+001;-4.5656477710e-008;3.4195932752e-009;-5.4031676910e-008;-2.1165091013e-008;-5.1043382854e-008;-6.9371189682e-008;
6.8099609375e+001;-4.5679431793e-008;3.4539926475e-009;-5.4014531514e-008;-2.1116765225e-008;-5.1044366955e-008;-6.9323689900e-008;
6.8103515625e+001;-4.5690072170e-008;3.4524056947e-009;-5.4020343754e-008;-2.1132814609e-008;-5.1057686079e-008;-6.9346647535e-008;
6.8107421875e+001;-4.5700957685e-008;3.3975322555e-009;-5.4035655950e-008;-2.1171304709e-008;-5.1055362604e-008;-6.9412202208e-008;
6.8111328125e+001;-4.5702478246e-008;3.3977110014e-009;-5.4000629746e-008;-2.1157624985e-008;-5.1033769211e-008;-6.9403348846e-008;
6.8115234375e+001;-4.5651404434e-008;3.4300986496e-009;-5.3976421555e-008;-2.1120431626e-008;-5.1030283998e-008;-6.9382075196e-008;
6.8119140625e+001;-4.5672191362e-008;3.4441578478e-009;-5.3975348635e-008;-2.1146762563e-008;-5.1027356562e-008;-6.9373356837e-008;
6.8123046875e+001;-4.5672390314e-008;3.4229685753e-009;-5.3980713233e-008;-2.1177919862e-008;-5.1027555514e-008;-6.9389827217e-008;
6.8127929688e+001;-4.5669128923e-008;3.4155700490e-009;-5.3966253688e-008;-2.1187709365e-008;-5.1024382941e-008;-6.9389422208e-008;
6.8131835938e+001;-4.5690629946e-008;3.4267682025e-009;-5.3978254755e-008;-2.1168778730e-008;-5.1026773917e-008;-6.9388732982e-008;
6.8135742188e+001;-4.5688686612e-008;3.4490306167e-009;-5.3973852943e-008;-2.1123627292e-008;-5.1029346082e-008;-6.9367231958e-008;
6.8139648438e+001;-4.5703416163e-008;3.4461025145e-009;-5.3986660475e-008;-2.1130377448e-008;-5.1050356831e-008;-6.9371679956e-008;
6.8143554688e+001;-4.5669306559e-008;3.4404923355e-009;-5.3980045323e-008;-2.1147187113e-008;-5.1045930149e-008;-6.9357888322e-008;
6.8147460938e+001;-4.5664815929e-008;3.4228566648e-009;-5.3974186898e-008;-2.1161357111e-008;-5.1006434632e-008;-6.9378515377e-008;
6.8151367188e+001;-4.5698186568e-008;3.4037683783e-009;-5.3978411074e-008;-2.1169984876e-008;-5.0994653833e-008;-6.9382181778e-008;
6.8155273438e+001;-4.5721634478e-008;3.4020024575e-009;-5.4003692185e-008;-2.1207915424e-008;-5.1034934501e-008;-6.9396776325e-008;
6.8159179688e+001;-4.5688707928e-008;3.4214484579e-009;-5.3982347481e-008;-2.1169917375e-008;-5.1031044279e-008;-6.9346825171e-008;
6.8163085938e+001;-4.5689155570e-008;3.4525844406e-009;-5.3945196754e-008;-2.1114194837e-008;-5.0997716272e-008;-6.9296127947e-008;
6.8167968750e+001;-4.5685400352e-008;3.4113007974e-009;-5.3946514811e-008;-2.1164128228e-008;-5.0997986278e-008;-6.9328336849e-008;
6.8171875000e+001;-4.5704265261e-008;3.4248013314e-009;-5.3934019917e-008;-2.1180781573e-008;-5.0996376899e-008;-6.9349390230e-008;
6.8175781250e+001;-4.5690676131e-008;3.4454989972e-009;-5.3909680275e-008;-2.1164083819e-008;-5.0987591038e-008;-6.9345574616e-008;
6.8179687500e+001;-4.5650910607e-008;3.4094456147e-009;-5.3864148697e-008;-2.1208183654e-008;-5.0950621500e-008;-6.9335470698e-008;
6.8183593750e+001;-4.5670962123e-008;3.3882785466e-009;-5.3854403603e-008;-2.1183016230e-008;-5.0962579934e-008;-6.9361014710e-008;
6.8187500000e+001;-4.5701316509e-008;3.3838081226e-009;-5.3847074355e-008;-2.1183575782e-008;-5.0946418639e-008;-6.9368773836e-008;
6.8191406250e+001;-4.5685087713e-008;3.3873175376e-009;-5.3855075066e-008;-2.1207378964e-008;-5.0941146412e-008;-6.9360119426e-008;
6.8195312500e+001;-4.5696062045e-008;3.3854175019e-009;-5.3850001791e-008;-2.1212787971e-008;-5.0946130870e-008;-6.9360098109e-008;
6.8199218750e+001;-4.5677175819e-008;3.4123290860e-009;-5.3832053482e-008;-2.1170164288e-008;-5.0922615458e-008;-6.9339648689e-008;
6.8203125000e+001;-4.5664592108e-008;3.4091327539e-009;-5.3838512315e-008;-2.1174365372e-008;-5.0920828443e-008;-6.9352033449e-008;
6.8207031250e+001;-4.5661597170e-008;3.3606966099e-009;-5.3892648566e-008;-2.1258676597e-008;-5.0957215336e-008;-6.9437838590e-008;
6.8211914063e+001;-4.5657170489e-008;3.3861551341e-009;-5.3862382998e-008;-2.1244035864e-008;-5.0950667685e-008;-6.9411981940e-008;
6.8215820313e+001;-4.5646263658e-008;3.4246896430e-009;-5.3843095316e-008;-2.1171281617e-008;-5.0962917442e-008;-6.9376731915e-008;
6.8219726563e+001;-4.5669306559e-008;3.4134690630e-009;-5.3868397742e-008;-2.1185318388e-008;-5.1004935386e-008;-6.9393919944e-008;
6.8223632813e+001;-4.5669551696e-008;3.3933971189e-009;-5.3888960849e-008;-2.1236548520e-008;-5.1015664582e-008;-6.9454515028e-008;
6.8227539063e+001;-4.5712937435e-008;3.3751357265e-009;-5.3906326514e-008;-2.1253580229e-008;-5.1026752601e-008;-6.9470694086e-008;
6.8231445313e+001;-4.5705739637e-008;3.3873845950e-009;-5.3920878429e-008;-2.1244595416e-008;-5.1037236659e-008;-6.9473493625e-008;
6.8235351563e+001;-4.5634639179e-008;3.4288469841e-009;-5.3908696174e-008;-2.1223964808e-008;-5.1023668846e-008;-6.9455182938e-008;
6.8239257813e+001;-4.5650285330e-008;3.4300986496e-009;-5.3918149945e-008;-2.1235251779e-008;-5.1035335957e-008;-6.9453442109e-008;
6.8243164063e+001;-4.5657280623e-008;3.3810141353e-009;-5.3931763944e-008;-2.1267394956e-008;-5.1054556138e-008;-6.9485807330e-008;
6.8247070313e+001;-4.5654264369e-008;3.3792708631e-009;-5.3926914489e-008;-2.1266275851e-008;-5.1069534379e-008;-6.9492848809e-008;
6.8251953125e+001;-4.5681534999e-008;3.4099150170e-009;-5.3896133778e-008;-2.1231228331e-008;-5.1077357455e-008;-6.9463006014e-008;
6.8255859375e+001;-4.5651024294e-008;3.4328255794e-009;-5.3893497665e-008;-2.1203222289e-008;-5.1093493880e-008;-6.9466537411e-008;
6.8259765625e+001;-4.5651894709e-008;3.4429510354e-009;-5.3893653984e-008;-2.1199824118e-008;-5.1128765222e-008;-6.9458806706e-008;
6.8263671875e+001;-4.5653617775e-008;3.4053553311e-009;-5.3897139196e-008;-2.1199198841e-008;-5.1132744261e-008;-6.9473202302e-008;
6.8267578125e+001;-4.5633029799e-008;3.4316633979e-009;-5.3867637462e-008;-2.1183575782e-008;-5.1108425936e-008;-6.9459765939e-008;
6.8271484375e+001;-4.5611216137e-008;3.4621734368e-009;-5.3854137150e-008;-2.1169539011e-008;-5.1111555877e-008;-6.9446933537e-008;
6.8275390625e+001;-4.5641478152e-008;3.4506399960e-009;-5.3876689776e-008;-2.1201657319e-008;-5.1137639900e-008;-6.9472172015e-008;
6.8279296875e+001;-4.5669015236e-008;3.4421463457e-009;-5.3900091501e-008;-2.1201993050e-008;-5.1146088254e-008;-6.9468661934e-008;
6.8283203125e+001;-4.5670468296e-008;3.4300762231e-009;-5.3919201548e-008;-2.1200943223e-008;-5.1109743993e-008;-6.9461265184e-008;
6.8287109375e+001;-4.5634841683e-008;3.4222755740e-009;-5.3951143997e-008;-2.1187441135e-008;-5.1103999255e-008;-6.9472264386e-008;
6.8291992188e+001;-4.5634394041e-008;3.4402241056e-009;-5.3975149683e-008;-2.1172466447e-008;-5.1135135237e-008;-6.9451807860e-008;
6.8295898438e+001;-4.5614232391e-008;3.4678284688e-009;-5.3964821944e-008;-2.1151635110e-008;-5.1107843291e-008;-6.9417026793e-008;
6.8299804688e+001;-4.5583945507e-008;3.4959468653e-009;-5.3976535241e-008;-2.1134512806e-008;-5.1092399644e-008;-6.9410148740e-008;
6.8303710938e+001;-4.5619486855e-008;3.4413416561e-009;-5.4037599284e-008;-2.1158765406e-008;-5.1107509336e-008;-6.9449306750e-008;
6.8307617188e+001;-4.5651002978e-008;3.4327585219e-009;-5.4082303080e-008;-2.1182055221e-008;-5.1117364563e-008;-6.9441504991e-008;
6.8311523438e+001;-4.5630461187e-008;3.4836087348e-009;-5.4089099422e-008;-2.1145398321e-008;-5.1089539710e-008;-6.9378607748e-008;
6.8315429688e+001;-4.5609450439e-008;3.4659732862e-009;-5.4116657822e-008;-2.1136994377e-008;-5.1084398933e-008;-6.9388015334e-008;
6.8319335938e+001;-4.5623398393e-008;3.4401570481e-009;-5.4125553817e-008;-2.1141039142e-008;-5.1082878372e-008;-6.9396776325e-008;
6.8323242188e+001;-4.5630081047e-008;3.4467284582e-009;-5.4125283810e-008;-2.1145130091e-008;-5.1091436859e-008;-6.9378941703e-008;
6.8327148438e+001;-4.5640472734e-008;3.4475553523e-009;-5.4118558523e-008;-2.1133150341e-008;-5.1066134432e-008;-6.9357241728e-008;
6.8331054688e+001;-4.5640451418e-008;3.4154805650e-009;-5.4131991334e-008;-2.1174633602e-008;-5.1063565820e-008;-6.9387724011e-008;
6.8335937500e+001;-4.5642238433e-008;3.4448732755e-009;-5.4135945504e-008;-2.1143387485e-008;-5.1075389251e-008;-6.9370962308e-008;
6.8339843750e+001;-4.5610835997e-008;3.4723210973e-009;-5.4130381955e-008;-2.1120968086e-008;-5.1068752782e-008;-6.9334262776e-008;
6.8343750000e+001;-4.5587565722e-008;3.4530986959e-009;-5.4127632154e-008;-2.1136838058e-008;-5.1049887873e-008;-6.9340565290e-008;
6.8347656250e+001;-4.5632674528e-008;3.4333844656e-009;-5.4136350514e-008;-2.1143408802e-008;-5.1079972252e-008;-6.9355856169e-008;
6.8351562500e+001;-4.5671587401e-008;3.4217391143e-009;-5.4143679762e-008;-2.1148416351e-008;-5.1098343334e-008;-6.9354399557e-008;
6.8355468750e+001;-4.5646395108e-008;3.4270364324e-009;-5.4144955186e-008;-2.1155232233e-008;-5.1098123066e-008;-6.9356211441e-008;
6.8359375000e+001;-4.5621789013e-008;3.4524056947e-009;-5.4136236827e-008;-2.1155768692e-008;-5.1115286226e-008;-6.9353241372e-008;
6.8363281250e+001;-4.5586762809e-008;3.4824687578e-009;-5.4091490398e-008;-2.1119515026e-008;-5.1056613160e-008;-6.9313522033e-008;
6.8367187500e+001;-4.5611415089e-008;3.4859333198e-009;-5.4082637035e-008;-2.1090725610e-008;-5.1070962570e-008;-6.9298920380e-008;
6.8371093750e+001;-4.5592909004e-008;3.4553113704e-009;-5.4108252101e-008;-2.1109233472e-008;-5.1111712196e-008;-6.9339961328e-008;
6.8375976563e+001;-4.5614410027e-008;3.4355525091e-009;-5.4120210535e-008;-2.1140614592e-008;-5.1102301057e-008;-6.9352275034e-008;
6.8379882813e+001;-4.5624023670e-008;3.4383018654e-009;-5.4099178470e-008;-2.1145353912e-008;-5.1101942233e-008;-6.9325878371e-008;
6.8383789063e+001;-4.5615081490e-008;3.4476670407e-009;-5.4100922853e-008;-2.1141486783e-008;-5.1113566713e-008;-6.9321835383e-008;
6.8387695313e+001;-4.5617206013e-008;3.4565854623e-009;-5.4103225011e-008;-2.1132702699e-008;-5.1112269972e-008;-6.9318659257e-008;
6.8391601563e+001;-4.5609425570e-008;3.4700411433e-009;-5.4083262313e-008;-2.1133395478e-008;-5.1078071550e-008;-6.9332408259e-008;
6.8395507813e+001;-4.5603972154e-008;3.4684990435e-009;-5.4066255473e-008;-2.1144169082e-008;-5.1090566444e-008;-6.9313315976e-008;
6.8399414063e+001;-4.5619888311e-008;3.4561160600e-009;-5.4070522282e-008;-2.1146068008e-008;-5.1095504716e-008;-6.9316939744e-008;
6.8403320313e+001;-4.5593804288e-008;3.4780207603e-009;-5.4063058030e-008;-2.1140056816e-008;-5.1082071906e-008;-6.9298657479e-008;
6.8407226563e+001;-4.5598206100e-008;3.4594465070e-009;-5.4058720167e-008;-2.1151612017e-008;-5.1075723206e-008;-6.9321451690e-008;
6.8411132813e+001;-4.5606206811e-008;3.4499694213e-009;-5.4033353791e-008;-2.1157132934e-008;-5.1077712726e-008;-6.9340607922e-008;
6.8415039063e+001;-4.5615930588e-008;3.4323561771e-009;-5.4040953046e-008;-2.1182771093e-008;-5.1097696740e-008;-6.9366514310e-008;
6.8419921875e+001;-4.5606007859e-008;3.4392853010e-009;-5.4034021701e-008;-2.1166856712e-008;-5.1094680487e-008;-6.9340742925e-008;
6.8423828125e+001;-4.5607706056e-008;3.4671803206e-009;-5.4017327500e-008;-2.1149689999e-008;-5.1056346706e-008;-6.9323753848e-008;
6.8427734375e+001;-4.5589935382e-008;3.4741092225e-009;-5.3975082182e-008;-2.1141531192e-008;-5.1040700555e-008;-6.9308285333e-008;
6.8431640625e+001;-4.5608221200e-008;3.4629781265e-009;-5.3981942472e-008;-2.1164643371e-008;-5.1074540153e-008;-6.9328855545e-008;
6.8435546875e+001;-4.5595257347e-008;3.4503939705e-009;-5.3979551495e-008;-2.1151098650e-008;-5.1079592112e-008;-6.9347045439e-008;
6.8439453125e+001;-4.5599929166e-008;3.4542833038e-009;-5.3963592705e-008;-2.1148460760e-008;-5.1061373796e-008;-6.9350264198e-008;
6.8443359375e+001;-4.5609269250e-008;3.4469742616e-009;-5.3967259106e-008;-2.1184177967e-008;-5.1083144825e-008;-6.9370294398e-008;
6.8447265625e+001;-4.5625206724e-008;3.4625982082e-009;-5.3936123123e-008;-2.1160664332e-008;-5.1061867623e-008;-6.9368638833e-008;
6.8451171875e+001;-4.5592038589e-008;3.4782219327e-009;-5.3909143816e-008;-2.1118442106e-008;-5.1049820371e-008;-6.9336202557e-008;
6.8455078125e+001;-4.5579810148e-008;3.4773726121e-009;-5.3910351738e-008;-2.1147030793e-008;-5.1073310914e-008;-6.9362471322e-008;
6.8459960938e+001;-4.5625363043e-008;3.4524281212e-009;-5.3911335840e-008;-2.1135942774e-008;-5.1076796126e-008;-6.9378096157e-008;
6.8463867188e+001;-4.5572814855e-008;3.4667331228e-009;-5.3888534524e-008;-2.1128366612e-008;-5.1046310290e-008;-6.9365825084e-008;
6.8467773438e+001;-4.5569887419e-008;3.4624640932e-009;-5.3872486916e-008;-2.1112251503e-008;-5.1024606762e-008;-6.9374223699e-008;
6.8471679688e+001;-4.5584034325e-008;3.4609888289e-009;-5.3874430250e-008;-2.1114374249e-008;-5.1038174576e-008;-6.9386544510e-008;
6.8475585938e+001;-4.5585778707e-008;3.4851734831e-009;-5.3879663398e-008;-2.1100673209e-008;-5.1049976690e-008;-6.9365398758e-008;
6.8479492188e+001;-4.5595680120e-008;3.4663307780e-009;-5.3880825135e-008;-2.1129192618e-008;-5.1065889295e-008;-6.9392733337e-008;
6.8483398438e+001;-4.5612935651e-008;3.4645650793e-009;-5.3875773176e-008;-2.1132882111e-008;-5.1072259311e-008;-6.9414056725e-008;
6.8487304688e+001;-4.5590024200e-008;3.4695049056e-009;-5.3876622275e-008;-2.1119426208e-008;-5.1064951379e-008;-6.9402993574e-008;
6.8491210938e+001;-4.5572502216e-008;3.4628664380e-009;-5.3873918660e-008;-2.1119916482e-008;-5.1048232308e-008;-6.9425411198e-008;
6.8495117188e+001;-4.5554397587e-008;3.4690130768e-009;-5.3846669346e-008;-2.1113166326e-008;-5.1023643977e-008;-6.9413836457e-008;
6.8499023438e+001;-4.5563652407e-008;3.4930411896e-009;-5.3855231386e-008;-2.1109121562e-008;-5.1031847192e-008;-6.9410390324e-008;
6.8503906250e+001;-4.5595189846e-008;3.4749363387e-009;-5.3876174633e-008;-2.1123963023e-008;-5.1069577012e-008;-6.9431067118e-008;
6.8507812500e+001;-4.5575184515e-008;3.4875873300e-009;-5.3881898054e-008;-2.1132478878e-008;-5.1072149176e-008;-6.9446066675e-008;
6.8511718750e+001;-4.5619866995e-008;3.4499469947e-009;-5.3896894059e-008;-2.1156083108e-008;-5.1093270059e-008;-6.9467745334e-008;
6.8515625000e+001;-4.5640117463e-008;3.4168887719e-009;-5.3923113086e-008;-2.1185519117e-008;-5.1098076881e-008;-6.9491463250e-008;
6.8519531250e+001;-4.5564700457e-008;3.4541716154e-009;-5.3905971242e-008;-2.1162117392e-008;-5.1070919938e-008;-6.9465933450e-008;
6.8523437500e+001;-4.5569059637e-008;3.4999925180e-009;-5.3903512764e-008;-2.1142895434e-008;-5.1047805982e-008;-6.9444453743e-008;
6.8527343750e+001;-4.5575898611e-008;3.4886156186e-009;-5.3906617836e-008;-2.1164195729e-008;-5.1059519279e-008;-6.9446691953e-008;
6.8531250000e+001;-4.5567361440e-008;3.4785125891e-009;-5.3914394726e-008;-2.1168643727e-008;-5.1073133278e-008;-6.9441327355e-008;
6.8535156250e+001;-4.5581888486e-008;3.4616816080e-009;-5.3927738719e-008;-2.1160820651e-008;-5.1096154863e-008;-6.9436410399e-008;
6.8539062500e+001;-4.5615195177e-008;3.4465048593e-009;-5.3948728151e-008;-2.1190659893e-008;-5.1101274323e-008;-6.9471077779e-008;
6.8543945313e+001;-4.5578424590e-008;3.4613016897e-009;-5.3934222422e-008;-2.1188357735e-008;-5.1073108409e-008;-6.9453527374e-008;
6.8547851563e+001;-4.5584528152e-008;3.4796077131e-009;-5.3918977727e-008;-2.1164240138e-008;-5.1075030427e-008;-6.9418035764e-008;
6.8551757813e+001;-4.5587409403e-008;3.5137612819e-009;-5.3919983145e-008;-2.1136903783e-008;-5.1102659882e-008;-6.9408287118e-008;
6.8555664063e+001;-4.5567226437e-008;3.5071228144e-009;-5.3943743694e-008;-2.1153937269e-008;-5.1127312162e-008;-6.9414326731e-008;
6.8559570313e+001;-4.5547178473e-008;3.4699070284e-009;-5.3948149059e-008;-2.1202662737e-008;-5.1114842137e-008;-6.9425141191e-008;
6.8563476563e+001;-4.5592461362e-008;3.4491871581e-009;-5.3943633560e-008;-2.1191732813e-008;-5.1103285159e-008;-6.9447295914e-008;
6.8567382813e+001;-4.5613560928e-008;3.4727458686e-009;-5.3944393841e-008;-2.1166073338e-008;-5.1107800658e-008;-6.9433774286e-008;
6.8571289063e+001;-4.5564142681e-008;3.5075027327e-009;-5.3936144440e-008;-2.1140257545e-008;-5.1115378596e-008;-6.9406617342e-008;
6.8575195313e+001;-4.5556699746e-008;3.4828264717e-009;-5.3951456636e-008;-2.1156731478e-008;-5.1131781476e-008;-6.9424629601e-008;
6.8579101563e+001;-4.5578580909e-008;3.4724327858e-009;-5.3945175438e-008;-2.1172510856e-008;-5.1126665568e-008;-6.9423869320e-008;
6.8583984375e+001;-4.5577419172e-008;3.4813065763e-009;-5.3932790678e-008;-2.1155971197e-008;-5.1114550814e-008;-6.9430214467e-008;
6.8587890625e+001;-4.5599435339e-008;3.4786689085e-009;-5.3951612955e-008;-2.1135608819e-008;-5.1144905200e-008;-6.9430527105e-008;
6.8591796875e+001;-4.5592283726e-008;3.4866709520e-009;-5.3973092662e-008;-2.1143453210e-008;-5.1145864433e-008;-6.9422618765e-008;
6.8595703125e+001;-4.5544407357e-008;3.5066087811e-009;-5.3952305734e-008;-2.1134223260e-008;-5.1100645493e-008;-6.9402325664e-008;
6.8599609375e+001;-4.5534481075e-008;3.5083520533e-009;-5.3944837930e-008;-2.1126108862e-008;-5.1113207888e-008;-6.9407818160e-008;
6.8603515625e+001;-4.5578246954e-008;3.4759868317e-009;-5.3966363822e-008;-2.1149689999e-008;-5.1141327617e-008;-6.9427670724e-008;
