Time (s);FP1;FP2;F3;F4;F7;F8;Sampling Rate
2.2479492188e+001;-4.4972981783e-008;3.1402860312e-009;-5.2722981536e-008;-2.3346776956e-008;-5.0732378298e-008;-6.9213761833e-008;
2.2483398438e+001;-4.4925599241e-008;3.2125715421e-009;-5.2789612681e-008;-2.3259962845e-008;-5.0664834106e-008;-6.9134344471e-008;
2.2487304688e+001;-4.4885922534e-008;3.2463003397e-009;-5.2908390558e-008;-2.3219014267e-008;-5.0611209446e-008;-6.9116893542e-008;
2.2491210938e+001;-4.4871750760e-008;3.2545257600e-009;-5.2979199694e-008;-2.3197735288e-008;-5.0584365141e-008;-6.9121853130e-008;
2.2495117188e+001;-4.4869072013e-008;3.2566715991e-009;-5.3024887592e-008;-2.3171248031e-008;-5.0603276236e-008;-6.9128404334e-008;
2.2499023438e+001;-4.4822801470e-008;3.3065381544e-009;-5.3060826843e-008;-2.3095074297e-008;-5.0603723878e-008;-6.9082538801e-008;
2.2503906250e+001;-4.4861693027e-008;3.2740612443e-009;-5.3165098990e-008;-2.3115637404e-008;-5.0674376695e-008;-6.9118634372e-008;
2.2507812500e+001;-4.4871729443e-008;3.2670650629e-009;-5.3226230534e-008;-2.3113626568e-008;-5.0688189646e-008;-6.9087903398e-008;
2.2511718750e+001;-4.4848999181e-008;3.2986258169e-009;-5.3250730048e-008;-2.3073928546e-008;-5.0646974614e-008;-6.9016081738e-008;
2.2515625000e+001;-4.4832816570e-008;3.3113662923e-009;-5.3261391741e-008;-2.3049208764e-008;-5.0551935971e-008;-6.8959039368e-008;
2.2519531250e+001;-4.4860218651e-008;3.2853264553e-009;-5.3361929986e-008;-2.3078086997e-008;-5.0530029938e-008;-6.8968809330e-008;
2.2523437500e+001;-4.4833040391e-008;3.3130425070e-009;-5.3414165535e-008;-2.3056003329e-008;-5.0497732218e-008;-6.8926432562e-008;
2.2527343750e+001;-4.4826894197e-008;3.3043925374e-009;-5.3440604830e-008;-2.3050549913e-008;-5.0488768721e-008;-6.8918119212e-008;
2.2531250000e+001;-4.4817081601e-008;3.3083487061e-009;-5.3468077965e-008;-2.3033896568e-008;-5.0518764283e-008;-6.8904014938e-008;
2.2535156250e+001;-4.4806800048e-008;3.3158364943e-009;-5.3506990838e-008;-2.3041899055e-008;-5.0541807184e-008;-6.8926901520e-008;
2.2539062500e+001;-4.4799040921e-008;3.3081029027e-009;-5.3518501630e-008;-2.3056427878e-008;-5.0523414785e-008;-6.8963672106e-008;
2.2543945313e+001;-4.4801300447e-008;3.2982010456e-009;-5.3524090049e-008;-2.3060227505e-008;-5.0478419666e-008;-6.8992235924e-008;
2.2547851563e+001;-4.4804316701e-008;3.2884557299e-009;-5.3542574818e-008;-2.3069212318e-008;-5.0459533441e-008;-6.9017019655e-008;
2.2551757813e+001;-4.4803645238e-008;3.3028502155e-009;-5.3608445683e-008;-2.3066373700e-008;-5.0493461856e-008;-6.9030278382e-008;
2.2555664063e+001;-4.4812274780e-008;3.2909814873e-009;-5.3670493827e-008;-2.3080456657e-008;-5.0500680970e-008;-6.9083561982e-008;
2.2559570313e+001;-4.4801925725e-008;3.2915850046e-009;-5.3690655477e-008;-2.3079628875e-008;-5.0459487255e-008;-6.9099101552e-008;
2.2563476563e+001;-4.4807848099e-008;3.2821747542e-009;-5.3726349591e-008;-2.3087139311e-008;-5.0441940402e-008;-6.9118343049e-008;
2.2567382813e+001;-4.4791910625e-008;3.3026266166e-009;-5.3766250119e-008;-2.3062618482e-008;-5.0421668618e-008;-6.9116424584e-008;
2.2571289063e+001;-4.4792717091e-008;3.2933507033e-009;-5.3828117075e-008;-2.3077102895e-008;-5.0417511943e-008;-6.9147979787e-008;
2.2575195313e+001;-4.4800295029e-008;3.2818843199e-009;-5.3873133510e-008;-2.3092256995e-008;-5.0396277373e-008;-6.9166979699e-008;
2.2579101563e+001;-4.4798863286e-008;3.2875615563e-009;-5.3938403966e-008;-2.3090715118e-008;-5.0366391946e-008;-6.9186427254e-008;
2.2583984375e+001;-4.4804362886e-008;3.2823759266e-009;-5.4014801520e-008;-2.3091676127e-008;-5.0342766400e-008;-6.9215353449e-008;
2.2587890625e+001;-4.4813280198e-008;3.2653215687e-009;-5.4114398296e-008;-2.3135552141e-008;-5.0327390255e-008;-6.9263052183e-008;
2.2591796875e+001;-4.4821437228e-008;3.2389018134e-009;-5.4181878539e-008;-2.3175250163e-008;-5.0307271238e-008;-6.9292980243e-008;
2.2595703125e+001;-4.4816520273e-008;3.2429028352e-009;-5.4218805445e-008;-2.3171471852e-008;-5.0286796949e-008;-6.9289107785e-008;
2.2599609375e+001;-4.4827093149e-008;3.2567162300e-009;-5.4250389070e-008;-2.3148718498e-008;-5.0285635211e-008;-6.9280126525e-008;
2.2603515625e+001;-4.4840327007e-008;3.2568279185e-009;-5.4367802704e-008;-2.3152450623e-008;-5.0336193880e-008;-6.9324045171e-008;
2.2607421875e+001;-4.4820858136e-008;3.2639133618e-009;-5.4403137995e-008;-2.3154841600e-008;-5.0322917389e-008;-6.9326887342e-008;
2.2611328125e+001;-4.4812541233e-008;3.2773022074e-009;-5.4382979897e-008;-2.3121113912e-008;-5.0258744722e-008;-6.9304689987e-008;
2.2615234375e+001;-4.4835854141e-008;3.2694567054e-009;-5.4412840456e-008;-2.3112933789e-008;-5.0225821724e-008;-6.9299169070e-008;
2.2619140625e+001;-4.4842025204e-008;3.2882991885e-009;-5.4402200078e-008;-2.3126991877e-008;-5.0206221403e-008;-6.9290898352e-008;
2.2623046875e+001;-4.4804764343e-008;3.2669755790e-009;-5.4328843646e-008;-2.3164385965e-008;-5.0180226197e-008;-6.9343712994e-008;
2.2627929688e+001;-4.4811311994e-008;3.2612088585e-009;-5.4325020926e-008;-2.3156609075e-008;-5.0183711409e-008;-6.9355920118e-008;
2.2631835938e+001;-4.4819248757e-008;3.2691884755e-009;-5.4313041176e-008;-2.3115548586e-008;-5.0174794097e-008;-6.9362918964e-008;
2.2635742188e+001;-4.4803201149e-008;3.2910485448e-009;-5.4307609076e-008;-2.3102964875e-008;-5.0160799958e-008;-6.9370962308e-008;
2.2639648438e+001;-4.4800962939e-008;3.2861087185e-009;-5.4305036912e-008;-2.3122455062e-008;-5.0185455791e-008;-6.9396129732e-008;
2.2643554688e+001;-4.4813926792e-008;3.2726530375e-009;-5.4296432239e-008;-2.3124265169e-008;-5.0209862934e-008;-6.9430129201e-008;
2.2647460938e+001;-4.4840103186e-008;3.2671321204e-009;-5.4281592554e-008;-2.3099699931e-008;-5.0201258261e-008;-6.9451317586e-008;
2.2651367188e+001;-4.4836614421e-008;3.2683837858e-009;-5.4313016307e-008;-2.3092905366e-008;-5.0170008592e-008;-6.9455005303e-008;
2.2655273438e+001;-4.4764373541e-008;3.3077229844e-009;-5.4176606312e-008;-2.3057769027e-008;-5.0110084970e-008;-6.9432431360e-008;
2.2659179688e+001;-4.4767347163e-008;3.3165294955e-009;-5.4102240910e-008;-2.3052269427e-008;-5.0122309858e-008;-6.9448972795e-008;
2.2663085938e+001;-4.4765826601e-008;3.3230338481e-009;-5.4057000654e-008;-2.3029159024e-008;-5.0066052637e-008;-6.9447963824e-008;
2.2667968750e+001;-4.4778410313e-008;3.3131544175e-009;-5.4059974275e-008;-2.3028867702e-008;-5.0075751545e-008;-6.9469464847e-008;
2.2671875000e+001;-4.4792539455e-008;3.3007714340e-009;-5.4096808810e-008;-2.3044178121e-008;-5.0074547175e-008;-6.9514641154e-008;
2.2675781250e+001;-4.4798394327e-008;3.3001008592e-009;-5.4124548399e-008;-2.3030253260e-008;-5.0057156642e-008;-6.9518890200e-008;
2.2679687500e+001;-4.4777898722e-008;3.3260065813e-009;-5.4111715997e-008;-2.3002627358e-008;-5.0040391386e-008;-6.9477465559e-008;
2.2683593750e+001;-4.4780154695e-008;3.3391940324e-009;-5.4089230872e-008;-2.2978509762e-008;-5.0028994281e-008;-6.9464881847e-008;
2.2687500000e+001;-4.4771752528e-008;3.3319522696e-009;-5.4120235404e-008;-2.2995072513e-008;-5.0033506227e-008;-6.9509901834e-008;
2.2691406250e+001;-4.4783128317e-008;3.3562486124e-009;-5.4064333455e-008;-2.2972205471e-008;-5.0041553123e-008;-6.9506775446e-008;
2.2695312500e+001;-4.4822222378e-008;3.3514429010e-009;-5.4031339403e-008;-2.2975960690e-008;-5.0064354440e-008;-6.9538778291e-008;
2.2699218750e+001;-4.4747274330e-008;3.3525158205e-009;-5.4040640407e-008;-2.2974150582e-008;-5.0095557924e-008;-6.9556328697e-008;
2.2703125000e+001;-4.4825348766e-008;3.3442455472e-009;-5.4068912902e-008;-2.2958795753e-008;-5.0143611929e-008;-6.9605455622e-008;
2.2707031250e+001;-4.4825014811e-008;3.3265876720e-009;-5.4137174743e-008;-2.2978353442e-008;-5.0091173875e-008;-6.9650091916e-008;
2.2711914063e+001;-4.4739699945e-008;3.3688771772e-009;-5.3997165850e-008;-2.2929089738e-008;-5.0130335438e-008;-6.9608269371e-008;
2.2715820313e+001;-4.4769404184e-008;3.3240397102e-009;-5.4083866274e-008;-2.2963869029e-008;-5.0138023511e-008;-6.9634332078e-008;
2.2719726563e+001;-4.4856530934e-008;3.3026266166e-009;-5.4111851000e-008;-2.3044469444e-008;-5.0183867728e-008;-6.9631290955e-008;
2.2723632813e+001;-4.4865785753e-008;3.2797609073e-009;-5.4127522020e-008;-2.2994223414e-008;-5.0124366879e-008;-6.9620746501e-008;
2.2727539063e+001;-4.4955527301e-008;3.2535869554e-009;-5.4137778704e-008;-2.2979246950e-008;-5.0137934693e-008;-6.9488017118e-008;
2.2731445313e+001;-4.4900385632e-008;3.3102038888e-009;-5.4138741490e-008;-2.2844286462e-008;-4.9995062312e-008;-6.9427890992e-008;
2.2735351563e+001;-4.4911292463e-008;3.3391269749e-009;-5.4114110526e-008;-2.2839460101e-008;-5.0026063292e-008;-6.9312534379e-008;
2.2739257813e+001;-4.5216214772e-008;3.0993598799e-009;-5.4316391385e-008;-2.3082378675e-008;-5.0093881043e-008;-6.9324222807e-008;
2.2743164063e+001;-4.4813660338e-008;3.2193441246e-009;-5.4069698052e-008;-2.3010047201e-008;-4.9971212945e-008;-6.9218323517e-008;
2.2747070313e+001;-4.4821327094e-008;3.2367784009e-009;-5.3945107936e-008;-2.2928844601e-008;-5.0155794185e-008;-6.9344700648e-008;
2.2751953125e+001;-4.4705657842e-008;3.3157694368e-009;-5.3817569068e-008;-2.2882799655e-008;-5.0043073685e-008;-6.9207054310e-008;
2.2755859375e+001;-4.4656303544e-008;3.3689220302e-009;-5.3485869955e-008;-2.2775175523e-008;-5.0190887890e-008;-6.9193376362e-008;
2.2759765625e+001;-4.4694367318e-008;3.2763634028e-009;-5.3641301179e-008;-2.2898154484e-008;-5.0172737076e-008;-6.9214166842e-008;
2.2763671875e+001;-4.4813145195e-008;3.1382072496e-009;-5.3768328456e-008;-2.3020039208e-008;-5.0160309684e-008;-6.9199970198e-008;
2.2767578125e+001;-4.5179447739e-008;2.8962272580e-009;-5.4246608983e-008;-2.3183073239e-008;-5.0145601449e-008;-6.9118364365e-008;
2.2771484375e+001;-4.5696754825e-008;2.6234241446e-009;-5.4984532483e-008;-2.3223329038e-008;-5.0089276726e-008;-6.9122926050e-008;
2.2775390625e+001;-4.5472187793e-008;2.5606827769e-009;-5.4834124796e-008;-2.3171807584e-008;-4.9976755179e-008;-6.9322680929e-008;
2.2779296875e+001;-4.4764753682e-008;3.0366185122e-009;-5.4152152984e-008;-2.3115548586e-008;-5.0001254692e-008;-6.9333637498e-008;
2.2783203125e+001;-4.5699326989e-008;2.8323907664e-009;-5.4283937345e-008;-2.3303726948e-008;-5.0455955858e-008;-6.9765093258e-008;
2.2787109375e+001;-4.5337674948e-008;2.3975599284e-009;-5.4856567289e-008;-2.3576351538e-008;-5.0091063741e-008;-6.9921533452e-008;
2.2791992188e+001;-4.4903760710e-008;2.6542248399e-009;-5.4088136636e-008;-2.3530194682e-008;-4.9946471847e-008;-6.9668864455e-008;
2.2795898438e+001;-4.4329723892e-008;3.2340292666e-009;-5.3386404630e-008;-2.3212063383e-008;-5.0013390762e-008;-6.9687104087e-008;
2.2799804688e+001;-4.4358198892e-008;3.0612501423e-009;-5.3251866916e-008;-2.2958527524e-008;-5.0079083991e-008;-7.0143663322e-008;
2.2803710938e+001;-4.4446309744e-008;3.0280131735e-009;-5.3583658399e-008;-2.2952157508e-008;-5.0014776320e-008;-7.0106828787e-008;
2.2807617188e+001;-4.4466805349e-008;3.3072982131e-009;-5.3782855503e-008;-2.2967132196e-008;-4.9912653566e-008;-7.0318272094e-008;
2.2811523438e+001;-4.4755122275e-008;3.0153173292e-009;-5.4214467582e-008;-2.3372235702e-008;-5.0003489349e-008;-7.0461773305e-008;
2.2815429688e+001;-4.4854765235e-008;2.9795992340e-009;-5.4637453673e-008;-2.3699934459e-008;-5.0191779621e-008;-7.0769822003e-008;
2.2819335938e+001;-4.4844817637e-008;2.9015023717e-009;-5.4569795793e-008;-2.3669803895e-008;-5.0030848797e-008;-7.1083441355e-008;
2.2823242188e+001;-4.4821035772e-008;3.0851889932e-009;-5.4221843016e-008;-2.3359003620e-008;-4.9517137057e-008;-7.1017325354e-008;
2.2827148438e+001;-4.4657934239e-008;2.8960260856e-009;-5.3842423853e-008;-2.3117715742e-008;-4.9058904494e-008;-7.0676371422e-008;
2.2831054688e+001;-4.4725101844e-008;3.0840490162e-009;-5.3870856220e-008;-2.3249322467e-008;-4.8959396537e-008;-7.0276030328e-008;
2.2835937500e+001;-4.4693674539e-008;3.2467026845e-009;-5.3726822102e-008;-2.3367652702e-008;-4.8883578074e-008;-7.0492774285e-008;
2.2839843750e+001;-4.4682792577e-008;3.0122999650e-009;-5.3571586278e-008;-2.3345167577e-008;-4.8790035123e-008;-7.0386491302e-008;
2.2843750000e+001;-4.4652928466e-008;2.9599520612e-009;-5.3600846428e-008;-2.3034612440e-008;-4.8626333182e-008;-7.0025848231e-008;
2.2847656250e+001;-4.4662538556e-008;3.1229410169e-009;-5.3500130548e-008;-2.3045005904e-008;-4.8607308401e-008;-6.9859638074e-008;
2.2851562500e+001;-4.4587103787e-008;3.1049032234e-009;-5.3208953688e-008;-2.3068475130e-008;-4.8430440103e-008;-6.9752395859e-008;
2.2855468750e+001;-4.4667746835e-008;2.8537812113e-009;-5.3206115069e-008;-2.3063469357e-008;-4.8298208100e-008;-6.9512424261e-008;
2.2859375000e+001;-4.4727336501e-008;2.9485527353e-009;-5.3196682614e-008;-2.3007789451e-008;-4.8118188545e-008;-6.9235021272e-008;
2.2863281250e+001;-4.4874099103e-008;3.0089695180e-009;-5.3203610406e-008;-2.3012237449e-008;-4.8041876255e-008;-6.9126727453e-008;
2.2867187500e+001;-4.4768956542e-008;3.0759128578e-009;-5.3149026513e-008;-2.3217047840e-008;-4.7929201941e-008;-6.9097666255e-008;
2.2871093750e+001;-4.4676799149e-008;3.0534270667e-009;-5.3041716797e-008;-2.3015390482e-008;-4.7762256372e-008;-6.8771733197e-008;
2.2875976563e+001;-4.4768373897e-008;2.9962736736e-009;-5.3155400082e-008;-2.3105243940e-008;-4.7724931562e-008;-6.8578771106e-008;
2.2879882813e+001;-4.4779351782e-008;2.9412436930e-009;-5.3414790813e-008;-2.3194091980e-008;-4.7654232560e-008;-6.8520769503e-008;
2.2883789063e+001;-4.4799669752e-008;2.8536248919e-009;-5.3633680608e-008;-2.3309180364e-008;-4.7764871169e-008;-6.8525018548e-008;
2.2887695313e+001;-4.4803243782e-008;2.8998929924e-009;-5.3684463097e-008;-2.3224110635e-008;-4.7866528519e-008;-6.8526176733e-008;
2.2891601563e+001;-4.4870255067e-008;2.7916882139e-009;-5.3745640827e-008;-2.3493917922e-008;-4.8091408189e-008;-6.8549269372e-008;
2.2895507813e+001;-4.4875619665e-008;2.9041622440e-009;-5.3701363356e-008;-2.3388217585e-008;-4.8203300906e-008;-6.8640240158e-008;
2.2899414063e+001;-4.5033200280e-008;2.7934092817e-009;-5.3729724669e-008;-2.3344318478e-008;-4.8381377127e-008;-6.8747283422e-008;
2.2903320313e+001;-4.4967240598e-008;2.7808699787e-009;-5.3607976724e-008;-2.3208709621e-008;-4.8429011912e-008;-6.8735097614e-008;
2.2907226563e+001;-4.4995601911e-008;2.7819204718e-009;-5.3517943854e-008;-2.3138614580e-008;-4.8512607265e-008;-6.8709887557e-008;
2.2911132813e+001;-4.5038497376e-008;2.7677942160e-009;-5.3488619756e-008;-2.3086871082e-008;-4.8578989720e-008;-6.8717511681e-008;
2.2915039063e+001;-4.5117598546e-008;2.6721063140e-009;-5.3442505532e-008;-2.3158262863e-008;-4.8651632056e-008;-6.8801753628e-008;
2.2919921875e+001;-4.5150343908e-008;2.5846662588e-009;-5.3337206651e-008;-2.3106897729e-008;-4.8633932437e-008;-6.8792502361e-008;
2.2923828125e+001;-4.5182709130e-008;2.4933817233e-009;-5.3248491838e-008;-2.3078824185e-008;-4.8504425365e-008;-6.8686105692e-008;
2.2927734375e+001;-4.5234120449e-008;2.4830104639e-009;-5.3212037443e-008;-2.3078063904e-008;-4.8452925228e-008;-6.8640240158e-008;
2.2931640625e+001;-4.5182641628e-008;2.4770649976e-009;-5.3087561014e-008;-2.3059355314e-008;-4.8438554501e-008;-6.8605636727e-008;
2.2935546875e+001;-4.5244512137e-008;2.4298805190e-009;-5.2979647336e-008;-2.3133988947e-008;-4.8603176594e-008;-6.8742160408e-008;
2.2939453125e+001;-4.5228105705e-008;2.4457054160e-009;-5.2877005885e-008;-2.3062149523e-008;-4.8615401482e-008;-6.8585634949e-008;
2.2943359375e+001;-4.5190510889e-008;2.5405215709e-009;-5.2891646618e-008;-2.3062618482e-008;-4.8637371464e-008;-6.8446539103e-008;
2.2947265625e+001;-4.5202380505e-008;2.4503770124e-009;-5.2885255286e-008;-2.3041026864e-008;-4.8704830391e-008;-6.8621687888e-008;
2.2951171875e+001;-4.5131503867e-008;2.4425093059e-009;-5.2949271634e-008;-2.3044826492e-008;-4.8722935020e-008;-6.8647594276e-008;
2.2955078125e+001;-4.5099092461e-008;2.5955069205e-009;-5.2995741129e-008;-2.3024107065e-008;-4.8862343505e-008;-6.8504590445e-008;
2.2959960938e+001;-4.5003606175e-008;2.6342872328e-009;-5.3268855993e-008;-2.3161703666e-008;-4.9152582449e-008;-6.8373296358e-008;
2.2963867188e+001;-4.5006043337e-008;2.5299045081e-009;-5.3318967019e-008;-2.3048604803e-008;-4.9201666741e-008;-6.8005093112e-008;
2.2967773438e+001;-4.4984673764e-008;2.6535991182e-009;-5.3602992267e-008;-2.2953631884e-008;-4.9073790365e-008;-6.7818966443e-008;
2.2971679688e+001;-4.4982350289e-008;2.6478323978e-009;-5.4277144557e-008;-2.2992098891e-008;-4.9172495409e-008;-6.7759827971e-008;
2.2975585938e+001;-4.5003382354e-008;2.5691988537e-009;-5.4827889784e-008;-2.2711205361e-008;-4.9263690016e-008;-6.7679003735e-008;
2.2979492188e+001;-4.4977834790e-008;2.6170763334e-009;-5.4950959338e-008;-2.2802444377e-008;-4.9261725366e-008;-6.7569679629e-008;
2.2983398438e+001;-4.4943547550e-008;2.7647990564e-009;-5.4762107737e-008;-2.2958058565e-008;-4.9199652352e-008;-6.7865549624e-008;
2.2987304688e+001;-4.4874948202e-008;2.7315618656e-009;-5.4417512274e-008;-2.2819275358e-008;-4.9135771008e-008;-6.7977822482e-008;
2.2991210938e+001;-4.4915427821e-008;2.6768895989e-009;-5.4132570426e-008;-2.2794777621e-008;-4.9220417964e-008;-6.8022501409e-008;
2.2995117188e+001;-4.4980918545e-008;2.7665425506e-009;-5.4003692185e-008;-2.2722536741e-008;-4.9412285819e-008;-6.8058355396e-008;
2.2999023438e+001;-4.5011407934e-008;2.7368369793e-009;-5.3934332556e-008;-2.2844981018e-008;-4.9812292957e-008;-6.8180170842e-008;
2.3003906250e+001;-4.5120394532e-008;2.7205648845e-009;-5.3899331220e-008;-2.2847595815e-008;-5.0235769322e-008;-6.8346025728e-008;
2.3007812500e+001;-4.5165162277e-008;2.7325677276e-009;-5.3915247378e-008;-2.2706666769e-008;-5.0503071947e-008;-6.8228295902e-008;
2.3011718750e+001;-4.5131123727e-008;2.5688413618e-009;-5.3961937141e-008;-2.2558543478e-008;-5.0706965737e-008;-6.8110772133e-008;
2.3015625000e+001;-4.5187359632e-008;2.5802182613e-009;-5.3977988301e-008;-2.2742028705e-008;-5.0677886776e-008;-6.8132408160e-008;
2.3019531250e+001;-4.5126562043e-008;2.6689770394e-009;-5.3965425906e-008;-2.2732550065e-008;-5.0314959310e-008;-6.8173918066e-008;
2.3023437500e+001;-4.5002888527e-008;2.7843345407e-009;-5.3761890939e-008;-2.2644329079e-008;-4.9945711567e-008;-6.8136699838e-008;
2.3027343750e+001;-4.4965918988e-008;2.8465392266e-009;-5.3671165290e-008;-2.2671285294e-008;-4.9557350223e-008;-6.8182473001e-008;
2.3031250000e+001;-4.5104634694e-008;2.5552067129e-009;-5.3622706275e-008;-2.2641355457e-008;-4.9149228687e-008;-6.8081781990e-008;
2.3035156250e+001;-4.5022268580e-008;2.8977247268e-009;-5.3414613177e-008;-2.2482055329e-008;-4.8870948177e-008;-6.7924780467e-008;
2.3039062500e+001;-4.4957918277e-008;2.8192479462e-009;-5.3240647446e-008;-2.2455255433e-008;-4.8668667318e-008;-6.8059250680e-008;
2.3043945313e+001;-4.4948599509e-008;2.6484805460e-009;-5.3122587218e-008;-2.2565583180e-008;-4.8846338530e-008;-6.7970177042e-008;
2.3047851563e+001;-4.4910532182e-008;3.0109810201e-009;-5.2877833667e-008;-2.2586638337e-008;-4.9413625192e-008;-6.7846642082e-008;
2.3051757813e+001;-4.4933845089e-008;2.8082507431e-009;-5.2793478034e-008;-2.2503400032e-008;-5.0137465735e-008;-6.7965437722e-008;
2.3055664063e+001;-4.4900364315e-008;2.9110687194e-009;-5.2766118586e-008;-2.2580737280e-008;-5.0679918928e-008;-6.7990605146e-008;
2.3059570313e+001;-4.4839342905e-008;2.9874447360e-009;-5.2526822003e-008;-2.2425973967e-008;-5.0934684026e-008;-6.8208962034e-008;
2.3063476563e+001;-4.4893635476e-008;2.8880242642e-009;-5.2459455446e-008;-2.2380332254e-008;-5.1142400537e-008;-6.8136159825e-008;
2.3067382813e+001;-4.4939099553e-008;2.7253705959e-009;-5.2412627127e-008;-2.2619182971e-008;-5.1292111891e-008;-6.8050397317e-008;
2.3071289063e+001;-4.4940573929e-008;2.8962048315e-009;-5.2378318571e-008;-2.2452260495e-008;-5.1369450915e-008;-6.8101002171e-008;
2.3075195313e+001;-4.4921819153e-008;3.0761140302e-009;-5.2150909369e-008;-2.2374520015e-008;-5.1469271511e-008;-6.8099637929e-008;
2.3079101563e+001;-4.5050430941e-008;2.8442819211e-009;-5.2087813174e-008;-2.2743972039e-008;-5.1518735944e-008;-6.8216159832e-008;
2.3083984375e+001;-4.5058300202e-008;2.8693156739e-009;-5.1976499549e-008;-2.2603067862e-008;-5.1606804163e-008;-6.8025656219e-008;
2.3087890625e+001;-4.4884469474e-008;3.1543228030e-009;-5.1807340640e-008;-2.2433640723e-008;-5.1714337701e-008;-6.8034303524e-008;
2.3091796875e+001;-4.4812900057e-008;3.0639994986e-009;-5.1853632499e-008;-2.2529530241e-008;-5.1639101883e-008;-6.8281764243e-008;
2.3095703125e+001;-4.4868599502e-008;2.8758648796e-009;-5.2105960435e-008;-2.2478724659e-008;-5.1575351989e-008;-6.8079010873e-008;
2.3099609375e+001;-4.4873875282e-008;2.7648883183e-009;-5.1869861295e-008;-2.2583643400e-008;-5.1638096465e-008;-6.7761796174e-008;
2.3103515625e+001;-4.4866588667e-008;3.1007234558e-009;-5.1822205194e-008;-2.2446448256e-008;-5.1717400140e-008;-6.7895165046e-008;
2.3107421875e+001;-4.4792159315e-008;3.0590596722e-009;-5.1796412492e-008;-2.2473628292e-008;-5.1776630983e-008;-6.7840183249e-008;
2.3111328125e+001;-4.4845108960e-008;3.1292217706e-009;-5.1976364546e-008;-2.2415491685e-008;-5.1789641020e-008;-6.7858444197e-008;
2.3115234375e+001;-4.4722824555e-008;3.2039213504e-009;-5.2179299104e-008;-2.2308784153e-008;-5.1745203677e-008;-6.7710963947e-008;
2.3119140625e+001;-4.4715132930e-008;3.1718689897e-009;-5.2275968443e-008;-2.2419291312e-008;-5.1725198347e-008;-6.7652159430e-008;
2.3123046875e+001;-4.4715648073e-008;3.1296911729e-009;-5.2555677144e-008;-2.2443700232e-008;-5.1611138474e-008;-6.7556939598e-008;
2.3127929688e+001;-4.4728210469e-008;3.1386990784e-009;-5.2808431406e-008;-2.2400559629e-008;-5.1431765513e-008;-6.7522002212e-008;
2.3131835938e+001;-4.4803424970e-008;3.0478168878e-009;-5.3142656498e-008;-2.2385652443e-008;-5.1197698525e-008;-6.7458479691e-008;
2.3135742188e+001;-4.4800717802e-008;3.1552169766e-009;-5.3433968361e-008;-2.2432702806e-008;-5.0705288857e-008;-6.7520190328e-008;
2.3139648438e+001;-4.4763435625e-008;3.1573179626e-009;-5.3704134473e-008;-2.2478300110e-008;-5.0205617441e-008;-6.7688098682e-008;
2.3143554688e+001;-4.4743455163e-008;3.1150955149e-009;-5.3967639246e-008;-2.2418843670e-008;-4.9982769923e-008;-6.7775765444e-008;
2.3147460938e+001;-4.4767659801e-008;3.2018874219e-009;-5.4413220596e-008;-2.2453935600e-008;-5.0109502325e-008;-6.7853505925e-008;
2.3151367188e+001;-4.4760238183e-008;3.1769429309e-009;-5.5003710031e-008;-2.2550764811e-008;-5.0287937370e-008;-6.8017968147e-008;
2.3155273438e+001;-4.4709388192e-008;3.2564255736e-009;-5.5171526014e-008;-2.2468576333e-008;-5.0418247355e-008;-6.8102927742e-008;
2.3159179688e+001;-4.4701813806e-008;3.1806308698e-009;-5.4816535311e-008;-2.2410551637e-008;-5.0545498453e-008;-6.8213566351e-008;
2.3163085938e+001;-4.4770743557e-008;3.0949118823e-009;-5.4585932219e-008;-2.2541554401e-008;-5.0740158741e-008;-6.8417435273e-008;
2.3167968750e+001;-4.4881989680e-008;3.1057971750e-009;-5.4441741781e-008;-2.2672960398e-008;-5.1243922883e-008;-6.8715543478e-008;
2.3171875000e+001;-4.4936058430e-008;3.0381162031e-009;-5.4352042866e-008;-2.2897729934e-008;-5.1965102443e-008;-6.8870107839e-008;
2.3175781250e+001;-4.4993658577e-008;2.9816333846e-009;-5.4139746908e-008;-2.2945272349e-008;-5.2137544060e-008;-6.8837742617e-008;
2.3179687500e+001;-4.5026112616e-008;2.9899034359e-009;-5.3924008370e-008;-2.2995072513e-008;-5.1979583304e-008;-6.8706420109e-008;
2.3183593750e+001;-4.5064759036e-008;2.9730724549e-009;-5.3791215038e-008;-2.3016797357e-008;-5.1555371527e-008;-6.8472871817e-008;
2.3187500000e+001;-4.5097905854e-008;3.0002076379e-009;-5.3713410608e-008;-2.3038769115e-008;-5.0998814061e-008;-6.8154314192e-008;
2.3191406250e+001;-4.5074528998e-008;2.9857012418e-009;-5.3687415402e-008;-2.3044469444e-008;-5.0592390721e-008;-6.8036229095e-008;
2.3195312500e+001;-4.5025821294e-008;2.9759334996e-009;-5.3761958441e-008;-2.3098962743e-008;-5.0445315480e-008;-6.8128919395e-008;
2.3199218750e+001;-4.4988876624e-008;2.9635061072e-009;-5.3798569155e-008;-2.3130590776e-008;-5.0504748828e-008;-6.8147201659e-008;
2.3203125000e+001;-4.5007496396e-008;2.9437248195e-009;-5.3620158980e-008;-2.3200909638e-008;-5.0662219309e-008;-6.8229930150e-008;
2.3207031250e+001;-4.5018694550e-008;2.9415789804e-009;-5.3477844375e-008;-2.3240136926e-008;-5.0739444646e-008;-6.8293360300e-008;
